costOfRevenue,currency,ebit,filingType,fiscalDate,fiscalQuarter,fiscalYear,grossProfit,incomeTax,interestIncome,minorityInterest,netIncome,netIncomeBasic,operatingExpense,operatingIncome,otherIncomeExpenseNet,pretaxIncome,reportDate,researchAndDevelopment,sellingGeneralAndAdmin,symbol,totalRevenue
8187000000,USD,3402000000,10-K,2019-12-31,0,2019,5922000000,767000000,192000000,0,2521000000,2521000000,10707000000,3402000000,0,3288000000,2020-02-14,0,2361000000,ITW,14109000000
8604000000,USD,3584000000,10-K,2018-12-31,0,2018,6164000000,831000000,222000000,0,2563000000,2563000000,11184000000,3584000000,0,3394000000,2019-02-15,0,2391000000,ITW,14768000000
8309000000,USD,3399000000,10-K,2017-12-31,0,2017,6005000000,1583000000,215000000,0,1687000000,1687000000,10915000000,3399000000,0,3270000000,2018-02-15,0,2400000000,ITW,14314000000
7896000000,USD,3125000000,10-K,2016-12-31,0,2016,5703000000,873000000,199000000,0,2035000000,2035000000,10535000000,3064000000,0,2908000000,2017-02-10,0,2415000000,ITW,13599000000
7888000000,USD,2865000000,10-K,2015-12-31,0,2015,5517000000,820000000,174000000,0,1899000000,1899000000,10540000000,2865000000,0,2719000000,2016-02-12,0,2417000000,ITW,13405000000
8673000000,USD,2882000000,10-K,2014-12-31,0,2014,5811000000,809000000,185000000,0,2946000000,2946000000,11602000000,2882000000,0,2699000000,2015-02-13,0,2678000000,ITW,14484000000
8554000000,USD,2502000000,10-K,2013-12-31,0,2013,5581000000,717000000,189000000,0,1679000000,1679000000,11633000000,2502000000,0,2347000000,2014-02-14,0,2815000000,ITW,14135000000
11455000000,USD,2819000000,10-K,2012-12-31,0,2012,6469000000,1108000000,174000000,0,2870000000,2870000000,15075000000,2849000000,0,3603000000,2013-02-19,0,3332000000,ITW,17924000000
11517885000,USD,2731008000,10-K,2011-12-31,0,2011,6268698000,575700000,151857000,0,2071384000,2071384000,15055575000,2731008000,0,2592714000,2012-02-17,0,3282352000,ITW,17786583000
10240448000,USD,2357684000,10-K,2010-12-31,0,2010,5629928000,684800000,153036000,0,1527193000,1527193000,13512692000,2357684000,0,2211993000,2011-02-28,0,3059360000,ITW,15870376000
9144852000,USD,1491547000,10-K,2009-12-31,0,2009,4732216000,244300000,147288000,0,947009000,947009000,12385521000,1491547000,0,1213790000,2010-02-26,0,3037439000,ITW,13877068000
10272595000,USD,2338236000,10-K,2008-12-31,0,2008,5596759000,608100000,123383000,0,1519003000,1519003000,13531118000,2338236000,0,2191366000,2009-02-27,0,3073075000,ITW,15869354000
10455185000,USD,2623756000,10-K,2007-12-31,0,2007,5715426000,754900000,81928000,0,1869862000,1869862000,13546855000,2623756000,0,2580979000,2008-02-28,0,2930628000,ITW,16170611000
9077321000,USD,2425834000,10-K,2006-12-31,0,2006,4977728000,727500000,54707000,0,1717746000,1717746000,11634113000,2420936000,4898000,2445246000,2007-02-26,0,2432248000,ITW,14055049000
8363881000,USD,2259204000,10-K,2005-12-31,0,2005,4557911000,686700000,86998000,0,1494869000,1494869000,10662588000,2259204000,0,2181569000,2006-02-24,0,2214865000,ITW,12921792000
7591246000,USD,2056613000,10-K,2004-12-31,0,2004,4140179000,659800000,69234000,0,1338694000,1338694000,9674812000,2056613000,0,1999405000,2005-03-04,0,2024445000,ITW,11731425000
6527692000,USD,1637921000,10K,2003-12-31,0,2003,3507931000,535900000,44501000,0,1023680000,1023680000,8397702000,1637921000,0,1576114000,2004-03-09,0,1850197000,ITW,10035623000
6213791000,USD,1505771000,10K,2002-12-31,0,2002,3253949000,501750000,68455000,0,712592000,712592000,7961969000,1505771000,0,1433560000,2003-03-04,0,1720245000,ITW,9467740000
6191253000,USD,1306103000,10K,2001-12-31,0,2001,3101538000,428400000,68051000,0,805659000,805659000,7986688000,1306103000,0,1230849000,2002-03-22,0,1690850000,ITW,9292791000
6485229000,USD,1563437000,10K,2000-12-31,0,2000,3498348000,520200000,72377000,0,957980000,957980000,8420140000,1563437000,0,1478180000,2001-03-21,0,1813455000,ITW,9983577000
6042548000,USD,1486384000,10K,1999-12-31,0,1999,3290637000,511600000,67510000,0,841112000,841112000,7846801000,1486384000,0,1352712000,2000-03-30,0,1730031000,ITW,9333185000
3626123000,USD,1079286000,10K,1998-12-31,0,1998,2021766000,386800000,14230000,0,672784000,672784000,4568603000,1079286000,0,1059584000,1999-03-30,0,890581000,ITW,5647889000
2888552000,USD,746752000,10-K,2023-01-01,0,2022,1648606000,120570000,195092000,0,452263000,452263000,3790406000,746752000,0,572833000,2023-02-23,0,901854000,DPZ,4537158000
2669131000,USD,780408000,10-K,2022-01-02,0,2021,1688242000,115238000,191461000,0,510467000,510467000,3576965000,780408000,0,625705000,2022-03-01,0,907834000,DPZ,4357373000
2522918000,USD,725642000,10-K,2021-01-03,0,2020,1594493000,63834000,170512000,0,491296000,491296000,3391769000,725642000,0,555130000,2021-02-25,0,868851000,DPZ,4117411000
