adjustedHolding,adjustedMarketValue,entityProperName,reportDate,reportedHolding,reportedMarketValue,symbol
8201,523962,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,2022-05-26,8201,523962,AOS
8090,472699,TRANSAMERICA FUNDS,2022-06-27,8090,472699,AOS
8090,472699,TRANSAMERICA FUNDS,2022-06-27,8090,472699,AOS
8059,552686,Voya GLOBAL EQUITY DIVIDEND  PREMIUM OPPORTUNITY FUND,2022-04-26,8059,552686,AOS
8022,512526,TIMOTHY PLAN,2022-05-25,8022,512526,AOS
8015,468316,"BNY MELLON INDEX FUNDS, INC.",2022-06-28,8015,468316,AOS
7891,428481,NUVEEN INVESTMENT FUNDS INC,2021-03-30,7891,428481,AOS
7812,499109,NATIONWIDE VARIABLE INSURANCE TRUST,2022-05-19,7812,499109,AOS
7736,530535,AIM COUNSELOR SERIES TRUST (INVESCO COUNSELOR SERIES TRUST),2022-04-29,7736,530535,AOS
7503,438400,iSHARES TRUST,2022-06-27,7503,438400,AOS
7423,474255,"BlackRock Variable Series Funds, Inc.",2022-05-25,7423,474255,AOS
7300,466397,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,2022-05-26,7300,466397,AOS
7296,466141,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2022-05-25,7296,466141,AOS
7272,424903,BLACKROCK FUNDS,2022-06-27,7272,424903,AOS
7226,422215,NATIONWIDE MUTUAL FUNDS,2022-06-22,7226,422215,AOS
7132,455663,AZZAD FUNDS,2022-05-23,7132,455663,AOS
7129,455472,TIMOTHY PLAN,2022-05-25,7129,455472,AOS
7111,487672,SCHWAB STRATEGIC TRUST,2022-04-25,7111,487672,AOS
7074,485135,VALIC Co I,2022-04-27,7074,485135,AOS
7000,447230,GABELLI EQUITY SERIES FUNDS INC,2022-05-31,7000,447230,AOS
6958,406556,THRIVENT MUTUAL FUNDS,2022-06-28,6958,406556,AOS
6931,475328,"Voya Infrastructure, Industrials  Materials Fund",2022-04-26,6931,475328,AOS
6769,322475,Eaton Vance Tax-Managed Buy-Write Strategy Fund,2020-02-24,6769,322475,AOS
6650,456057,PROSHARES TRUST,2022-04-28,6650,456057,AOS
6603,421866,JNL SERIES TRUST,2022-05-25,6603,421866,AOS
6500,445770,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,6500,445770,AOS
6453,377049,Global X Funds,2022-06-29,6453,377049,AOS
6400,438912,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,6400,438912,AOS
6377,372608,SUNAMERICA SERIES TRUST,2022-06-29,6377,372608,AOS
6355,406021,DEUTSCHE DWS EQUITY 500 INDEX PORTFOLIO,2022-05-24,6355,406021,AOS
6341,434866,VANGUARD WELLINGTON FUND,2022-04-29,6341,434866,AOS
6298,431917,VANGUARD SCOTTSDALE FUNDS,2022-04-29,6298,431917,AOS
6200,473804,Adviser Managed Trust,2022-03-29,6200,473804,AOS
6175,360805,THRIVENT MUTUAL FUNDS,2022-06-28,6175,360805,AOS
6167,360338,iSHARES TRUST,2022-06-27,6167,360338,AOS
6160,393562,MASSMUTUAL SELECT FUNDS,2022-05-27,6160,393562,AOS
6105,390048,BNY MELLON INVESTMENT PORTFOLIOS,2022-05-26,6105,390048,AOS
6049,353443,Dimensional ETF Trust,2022-06-27,6049,353443,AOS
6041,518620,Columbia Funds Variable Series Trust II,2022-02-24,6041,518620,AOS
6000,383340,Legg Mason Global Asset Management Trust,2022-05-20,6000,383340,AOS
5969,381359,ETF Opportunities Trust,2022-05-25,5969,381359,AOS
5941,379570,GREAT-WEST FUNDS INC,2022-05-20,5941,379570,AOS
5901,377015,Bridge Builder Trust,2022-05-31,5901,377015,AOS
5873,375226,Six Circles Trust,2022-05-31,5873,375226,AOS
5826,372223,PACIFIC SELECT FUND,2022-05-27,5826,372223,AOS
5767,368454,Krane Shares Trust,2022-05-31,5767,368454,AOS
5693,363726,PACIFIC SELECT FUND,2022-05-27,5693,363726,AOS
5624,328610,RUSSELL INVESTMENT CO,2022-06-29,5624,328610,AOS
5558,355101,THRIVENT SERIES FUND INC,2022-05-27,5558,355101,AOS
5526,353056,PROFESSIONALLY MANAGED PORTFOLIOS,2022-05-25,5526,353056,AOS
5400,370332,FIDELITY ADVISOR SERIES I,2022-04-27,5400,370332,AOS
5324,291862,Collaborative Investment Series Trust,2021-03-01,5324,291862,AOS
5306,363885,MORGAN STANLEY PATHWAY FUNDS,2022-04-28,5306,363885,AOS
5279,362034,ALPS ETF Trust,2022-04-29,5279,362034,AOS
5264,307576,iSHARES TRUST,2022-06-27,5264,307576,AOS
5200,356616,SSGA FUNDS,2022-04-27,5200,356616,AOS
5200,274560,KP Funds,2020-11-25,5200,274560,AOS
5172,330439,SPDR SERIES TRUST,2022-05-27,5172,330439,AOS
5141,300389,John Hancock Exchange-Traded Fund Trust,2022-06-28,5141,300389,AOS
5108,326350,SPDR SERIES TRUST,2022-05-27,5108,326350,AOS
5082,343594,Absolute Shares Trust,2021-05-17,5082,343594,AOS
5058,323156,"BlackRock Variable Series Funds, Inc.",2022-05-25,5058,323156,AOS
4974,317789,SCHWAB ANNUITY PORTFOLIOS,2022-05-24,4974,317789,AOS
4804,329459,Symmetry Panoramic Trust,2022-04-29,4804,329459,AOS
4761,346220,Northern Lights Fund Trust IV,2021-10-28,4761,346220,AOS
4715,404783,FS Series Trust,2022-02-24,4715,404783,AOS
4665,319926,BNY MELLON FUNDS TRUST,2022-04-25,4665,319926,AOS
4655,297408,AQR Funds,2022-05-26,4655,297408,AOS
4600,293894,PRUDENTIAL SERIES FUND,2022-05-26,4600,293894,AOS
4589,293191,WisdomTree Trust,2022-05-17,4589,293191,AOS
4536,265038,THRIVENT MUTUAL FUNDS,2022-06-28,4536,265038,AOS
4500,262935,DOMINI INVESTMENT TRUST,2022-06-29,4500,262935,AOS
4470,261182,Voya MUTUAL FUNDS,2022-06-23,4470,261182,AOS
4406,257443,NATIONWIDE MUTUAL FUNDS,2022-06-22,4406,257443,AOS
4400,281116,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,4400,281116,AOS
4400,281116,ADVANCED SERIES TRUST,2022-05-26,4400,281116,AOS
4381,255982,MAINSTAY FUNDS TRUST,2022-06-28,4381,255982,AOS
4380,279838,GPS Funds I,2022-05-23,4380,279838,AOS
4378,300243,ALLSPRING MASTER TRUST,2022-04-29,4378,300243,AOS
4371,299763,"iShares, Inc.",2022-04-26,4371,299763,AOS
4320,276005,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,4320,276005,AOS
4289,254638,Columbia Funds Series Trust II,2021-04-26,4289,254638,AOS
4264,272427,PAX WORLD FUNDS SERIES TRUST I,2022-05-26,4264,272427,AOS
4241,247802,Pacer Funds Trust,2022-06-29,4241,247802,AOS
4176,244004,iSHARES TRUST,2022-06-27,4176,244004,AOS
4148,265016,NORTHERN FUNDS,2022-05-24,4148,265016,AOS
4085,260991,OHIO NATIONAL FUND INC,2022-05-24,4085,260991,AOS
4063,259585,Krane Shares Trust,2022-05-31,4063,259585,AOS
4051,236700,NATIONWIDE MUTUAL FUNDS,2022-06-22,4051,236700,AOS
4047,236466,SCHWAB CAPITAL TRUST,2022-06-24,4047,236466,AOS
4028,276240,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,4028,276240,AOS
4002,274457,John Hancock Funds II,2022-04-27,4002,274457,AOS
4000,206760,Northern Lights Fund Trust,2020-12-16,4000,206760,AOS
3950,339108,Securian Funds Trust,2022-02-24,3950,339108,AOS
3840,329664,BNY Mellon Investment Funds I,2022-02-23,3840,329664,AOS
3826,244443,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,3826,244443,AOS
3700,236393,PUTNAM ASSET ALLOCATION FUNDS,2022-05-25,3700,236393,AOS
3695,215899,GREEN CENTURY FUNDS,2022-06-24,3695,215899,AOS
3616,247985,ALLSPRING MASTER TRUST,2022-04-29,3616,247985,AOS
3609,256492,Franklin Alternative Strategies Funds,2021-10-28,3609,256492,AOS
3600,216432,Monteagle Funds,2022-06-28,3600,216432,AOS
3572,208712,FLEXSHARES TRUST,2022-06-28,3572,208712,AOS
3514,224509,ALLSPRING FUNDS TRUST,2022-05-31,3514,224509,AOS
3514,224509,Bridge Builder Trust,2022-05-31,3514,224509,AOS
3500,240030,"T. Rowe Price Tax-Efficient Funds, Inc.",2022-04-26,3500,240030,AOS
3495,223296,TIAA SEPARATE ACCOUNT VA 1,2022-05-26,3495,223296,AOS
3489,203862,"PRINCIPAL FUNDS, INC.",2022-06-24,3489,203862,AOS
3437,235709,VANGUARD WELLINGTON FUND,2022-04-29,3437,235709,AOS
3415,218184,TIMOTHY PLAN,2022-05-25,3415,218184,AOS
3400,217226,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,3400,217226,AOS
3400,241638,NUVEEN INVESTMENT TRUST,2021-07-27,3400,241638,AOS
3391,216651,THRIVENT SERIES FUND INC,2022-05-27,3391,216651,AOS
3343,229263,MORGAN STANLEY PATHWAY FUNDS,2022-04-28,3343,229263,AOS
3302,226451,Guggenheim Active Allocation Fund,2022-04-28,3302,226451,AOS
3300,210837,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,3300,210837,AOS
3285,191943,RUSSELL INVESTMENT CO,2022-06-29,3285,191943,AOS
3284,209815,JNL SERIES TRUST,2022-05-25,3284,209815,AOS
3280,124017,"BLACKROCK ADVANTAGE GLOBAL FUND, INC.",2020-06-01,3280,124017,AOS
3260,190482,J.P. Morgan Exchange-Traded Fund Trust,2022-06-28,3260,190482,AOS
3234,188963,FIDELITY SALEM STREET TRUST,2022-06-24,3234,188963,AOS
3187,203617,Eaton Vance Tax-Managed Buy-Write Income Fund,2022-05-27,3187,203617,AOS
3139,200551,Voya BALANCED PORTFOLIO INC,2022-05-26,3139,200551,AOS
3118,199209,Brighthouse Funds Trust I,2022-05-26,3118,199209,AOS
3074,148782,DEUTSCHE DWS INSTITUTIONAL FUNDS,2020-01-24,3074,148782,AOS
3023,176634,Global X Funds,2022-06-29,3023,176634,AOS
3011,206494,AMERICAN CENTURY ETF TRUST,2022-04-25,3011,206494,AOS
3009,192245,Meeder Funds,2022-05-19,3009,192245,AOS
2958,188987,THRIVENT SERIES FUND INC,2022-05-27,2958,188987,AOS
2949,140697,FIRST INVESTORS EQUITY FUNDS,2019-11-29,2949,140697,AOS
2940,171784,FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND,2022-06-24,2940,171784,AOS
2824,149107,Nuveen Core Equity Alpha Fund,2020-11-27,2824,149107,AOS
2821,180234,JOHN HANCOCK VARIABLE INSURANCE TRUST,2022-05-26,2821,180234,AOS
2800,178892,PRUDENTIAL INVESTMENT PORTFOLIOS 8,2022-05-26,2800,178892,AOS
2776,162202,iSHARES TRUST,2022-06-27,2776,162202,AOS
2754,175953,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2022-05-25,2754,175953,AOS
2710,185852,Voya Global Advantage  Premium Opportunity Fund,2022-04-26,2710,185852,AOS
2632,168158,Franklin Templeton ETF Trust,2022-05-10,2632,168158,AOS
2592,151451,iSHARES TRUST,2022-06-27,2592,151451,AOS
2552,163047,MML SERIES INVESTMENT FUND,2022-05-26,2552,163047,AOS
2529,161578,MUTUAL FUND SERIES TRUST,2022-05-31,2529,161578,AOS
2511,146718,FIDELITY COVINGTON TRUST,2022-06-23,2511,146718,AOS
2510,160364,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,2510,160364,AOS
2480,139649,FIDELITY PURITAN TRUST,2021-01-20,2480,139649,AOS
2445,156211,DEUTSCHE DWS INVESTMENTS VIT FUNDS,2022-05-24,2445,156211,AOS
2437,155700,THRIVENT SERIES FUND INC,2022-05-27,2437,155700,AOS
2437,142394,THRIVENT MUTUAL FUNDS,2022-06-28,2437,142394,AOS
2428,141868,AIM INVESTMENT FUNDS (INVESCO INVESTMENT FUNDS),2022-06-29,2428,141868,AOS
2393,205439,Index Funds,2022-02-28,2393,205439,AOS
2378,151930,SA FUNDS INVESTMENT TRUST,2022-05-26,2378,151930,AOS
2308,134856,RUSSELL INVESTMENT CO,2022-06-29,2308,134856,AOS
2287,133629,SUNAMERICA SERIES TRUST,2022-06-29,2287,133629,AOS
2253,131643,JOHN HANCOCK INVESTMENT TRUST,2022-06-28,2253,131643,AOS
2228,142347,SYNTAX ETF TRUST,2022-05-27,2228,142347,AOS
2201,140622,PENN SERIES FUNDS INC,2022-05-20,2201,140622,AOS
2171,126852,iSHARES TRUST,2022-06-27,2171,126852,AOS
2145,125332,IndexIQ ETF Trust,2022-06-27,2145,125332,AOS
2117,123696,Columbia ETF Trust I,2022-06-27,2117,123696,AOS
2034,129952,TIAA-CREF LIFE FUNDS,2022-05-27,2034,129952,AOS
2009,137777,VALIC Co I,2022-04-27,2009,137777,AOS
2000,127780,Gabelli Global Small  Mid Cap Value Trust,2022-05-31,2000,127780,AOS
2000,99360,TOCQUEVILLE TRUST,2019-12-20,2000,99360,AOS
1980,140719,"BLACKROCK LARGE CAP SERIES FUNDS, INC.",2021-07-26,1980,140719,AOS
1953,124777,DRIEHAUS MUTUAL FUNDS,2022-05-24,1953,124777,AOS
1930,123308,FRANKLIN TEMPLETON VARIABLE INSURANCE PRODUCTS TRUST,2022-05-23,1930,123308,AOS
1911,131056,Voya EQUITY TRUST,2022-04-25,1911,131056,AOS
1900,111017,WILMINGTON FUNDS,2022-06-27,1900,111017,AOS
1900,138168,"BNY Mellon Advantage Funds, Inc.",2021-10-27,1900,138168,AOS
1886,110199,BlackRock Funds II,2022-06-28,1886,110199,AOS
1877,119922,Victory Portfolios II,2022-05-25,1877,119922,AOS
1860,118835,GPS Funds I,2022-05-23,1860,118835,AOS
1854,108329,FIDELITY COVINGTON TRUST,2022-06-23,1854,108329,AOS
1837,117366,"Calvert Variable Products, Inc.",2022-05-27,1837,117366,AOS
1808,115513,SEASONS SERIES TRUST,2022-05-26,1808,115513,AOS
1806,115385,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,2022-05-27,1806,115385,AOS
1795,123101,USAA MUTUAL FUNDS TRUST,2022-04-27,1795,123101,AOS
1776,97360,GUGGENHEIM FUNDS TRUST,2021-03-01,1776,97360,AOS
1753,96099,Mutual Fund  Variable Insurance Trust,2021-02-25,1753,96099,AOS
1737,110977,TRANSAMERICA SERIES TRUST,2022-05-27,1737,110977,AOS
1737,149121,AMERICAN CENTURY CAPITAL PORTFOLIOS INC,2022-02-22,1737,149121,AOS
1737,119123,Symmetry Panoramic Trust,2022-04-29,1737,119123,AOS
1708,109124,NEW COVENANT FUNDS,2022-05-27,1708,109124,AOS
1674,88387,PFM Multi-Manager Series Trust,2020-11-19,1674,88387,AOS
1664,106313,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,1664,106313,AOS
1648,105291,Principal Exchange-Traded Funds,2022-05-25,1648,105291,AOS
1634,112060,Goldman Sachs ETF Trust,2022-04-26,1634,112060,AOS
1621,94715,BNY Mellon ETF Trust,2022-06-23,1621,94715,AOS
1610,102863,ETF Series Solutions,2022-05-31,1610,102863,AOS
1550,99030,WILSHIRE MUTUAL FUNDS INC,2022-05-25,1550,99030,AOS
1534,89632,Arrow Investments Trust,2022-06-28,1534,89632,AOS
1459,100058,SCHWAB STRATEGIC TRUST,2022-04-25,1459,100058,AOS
1456,85074,FLEXSHARES TRUST,2022-06-28,1456,85074,AOS
1438,98618,Voya EQUITY TRUST,2022-04-25,1438,98618,AOS
1378,88040,"AB VARIABLE PRODUCTS SERIES FUND, INC.",2022-05-17,1378,88040,AOS
1363,87082,VanEck ETF Trust,2022-05-27,1363,87082,AOS
1353,86443,SEASONS SERIES TRUST,2022-05-26,1353,86443,AOS
1335,96200,Forethought Variable Insurance Trust,2021-08-19,1335,96200,AOS
1305,70862,Morningstar Funds Trust,2021-03-29,1305,70862,AOS
1292,82546,LEGG MASON PARTNERS INVESTMENT TRUST,2022-05-19,1292,82546,AOS
1258,107999,EQ ADVISORS TRUST,2022-06-08,1258,107999,AOS
1250,79863,SEASONS SERIES TRUST,2022-05-26,1250,79863,AOS
1200,63360,MASSMUTUAL PREMIER FUNDS,2020-11-25,1200,63360,AOS
1187,69356,SUNAMERICA SERIES TRUST,2022-06-29,1187,69356,AOS
1182,101475,Federated Hermes Adviser Series,2022-02-24,1182,101475,AOS
1173,74943,RYDEX SERIES FUNDS,2022-05-26,1173,74943,AOS
1160,79553,VALIC Co I,2022-04-27,1160,79553,AOS
1144,66844,SUNAMERICA SERIES TRUST,2022-06-29,1144,66844,AOS
1130,72196,OHIO NATIONAL FUND INC,2022-05-24,1130,72196,AOS
1124,71812,PUTNAM VARIABLE TRUST,2022-05-25,1124,71812,AOS
1115,71237,Gateway Trust,2022-05-27,1115,71237,AOS
1049,61293,RUSSELL INVESTMENT CO,2022-06-29,1049,61293,AOS
1039,66382,AQR Funds,2022-05-26,1039,66382,AOS
1014,69540,Horizon Funds,2022-04-21,1014,69540,AOS
1000,58430,"STEWARD FUNDS, INC.",2022-06-27,1000,58430,AOS
982,37129,JNL VARIABLE FUND LLC,2020-05-29,982,37129,AOS
980,62612,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,980,62612,AOS
956,61079,JNL SERIES TRUST,2022-05-25,956,61079,AOS
953,60887,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2022-05-25,953,60887,AOS
945,60376,VICTORY PORTFOLIOS,2022-05-25,945,60376,AOS
943,64671,SEI Catholic Values Trust,2022-04-28,943,64671,AOS
942,64602,SHELTON FUNDS,2022-04-28,942,64602,AOS
935,54632,John Hancock Exchange-Traded Fund Trust,2022-06-28,935,54632,AOS
917,53580,iSHARES TRUST,2022-06-27,917,53580,AOS
907,52996,INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST,2022-06-28,907,52996,AOS
901,57565,FRANKLIN TEMPLETON VARIABLE INSURANCE PRODUCTS TRUST,2022-05-23,901,57565,AOS
899,52529,THRIVENT MUTUAL FUNDS,2022-06-28,899,52529,AOS
894,62875,ADVISORS' INNER CIRCLE FUND,2021-09-28,894,62875,AOS
876,55968,SEASONS SERIES TRUST,2022-05-26,876,55968,AOS
850,54307,ADVANCED SERIES TRUST,2022-05-26,850,54307,AOS
809,55481,Invesco Exchange-Traded Self-Indexed Fund Trust,2022-04-29,809,55481,AOS
795,68251,EQ ADVISORS TRUST,2022-06-08,795,68251,AOS
778,42650,DELAWARE GROUP EQUITY FUNDS IV,2021-03-01,778,42650,AOS
769,49131,COLLEGE RETIREMENT EQUITIES FUND,2022-05-26,769,49131,AOS
737,52379,PGIM ETF TRUST,2021-07-23,737,52379,AOS
728,46512,GOLDMAN SACHS VARIABLE INSURANCE TRUST,2022-05-26,728,46512,AOS
725,43043,ARCHER INVESTMENT SERIES TRUST,2021-04-23,725,43043,AOS
723,42245,Direxion Shares ETF Trust,2022-06-29,723,42245,AOS
721,46065,SPDR SERIES TRUST,2022-05-27,721,46065,AOS
716,45745,WILSHIRE MUTUAL FUNDS INC,2022-05-25,716,45745,AOS
711,48760,"AB GLOBAL RISK ALLOCATION FUND, INC.",2022-04-26,711,48760,AOS
711,41544,Federated Hermes Index Trust,2022-06-21,711,41544,AOS
706,45106,PRINCIPAL VARIABLE CONTRACTS FUNDS INC,2022-05-25,706,45106,AOS
696,44467,Brighthouse Funds Trust I,2022-05-26,696,44467,AOS
685,43765,MUTUAL OF AMERICA INVESTMENT CORP,2022-05-09,685,43765,AOS
684,43701,RYDEX DYNAMIC FUNDS,2022-05-26,684,43701,AOS
654,45996,Aberdeen Funds,2021-09-28,654,45996,AOS
614,42108,PROSHARES TRUST,2022-04-28,614,42108,AOS
607,38781,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,2022-05-27,607,38781,AOS
604,38590,SEASONS SERIES TRUST,2022-05-26,604,38590,AOS
601,28319,VIRTUS EQUITY TRUST,2020-08-26,601,28319,AOS
600,22686,Bread & Butter Fund Inc.,2020-05-11,600,22686,AOS
584,37312,PIMCO Equity Series,2022-05-27,584,37312,AOS
577,33714,Columbia ETF Trust I,2022-06-27,577,33714,AOS
570,43559,"MANNING  NAPIER FUND, INC.",2022-03-23,570,43559,AOS
558,42642,"MANNING  NAPIER FUND, INC.",2022-03-23,558,42642,AOS
547,34948,MML Series Investment Fund II,2022-05-27,547,34948,AOS
537,34309,FIRST TRUST EXCHANGE-TRADED FUND VI,2022-05-26,537,34309,AOS
521,30442,INVESCO EXCHANGE-TRADED FUND TRUST,2022-06-28,521,30442,AOS
520,33223,RYDEX SERIES FUNDS,2022-05-26,520,33223,AOS
517,33031,SPDR SERIES TRUST,2022-05-27,517,33031,AOS
487,31114,MML SERIES INVESTMENT FUND,2022-05-26,487,31114,AOS
487,18413,VICTORY VARIABLE INSURANCE FUNDS,2020-05-28,487,18413,AOS
477,30476,SPDR INDEX SHARES FUNDS,2022-05-27,477,30476,AOS
471,40435,EQ ADVISORS TRUST,2022-06-08,471,40435,AOS
435,27792,TRANSAMERICA SERIES TRUST,2022-05-27,435,27792,AOS
425,20026,VIRTUS VARIABLE INSURANCE TRUST,2020-08-21,425,20026,AOS
398,25428,"Mutual of America Variable Insurance Portfolios, Inc.",2022-05-09,398,25428,AOS
393,25109,"AB VARIABLE PRODUCTS SERIES FUND, INC.",2022-05-17,393,25109,AOS
385,22496,iSHARES TRUST,2022-06-27,385,22496,AOS
353,18638,VIRTUS OPPORTUNITIES TRUST,2020-11-23,353,18638,AOS
353,18638,MUTUAL OF AMERICA INSTITUTIONAL FUNDS INC,2020-11-24,353,18638,AOS
352,22489,HC CAPITAL TRUST,2022-05-25,352,22489,AOS
343,21914,AIM VARIABLE INSURANCE FUNDS (INVESCO VARIABLE INSURANCE FUNDS),2022-05-26,343,21914,AOS
327,20892,FIRST TRUST EXCHANGE-TRADED FUND,2022-05-26,327,20892,AOS
303,19359,MORGAN STANLEY INSTITUTIONAL FUND TRUST,2022-05-26,303,19359,AOS
302,23079,"MANNING  NAPIER FUND, INC.",2022-03-23,302,23079,AOS
302,17646,FIDELITY CONCORD STREET TRUST,2022-06-24,302,17646,AOS
300,19167,ELFUN DIVERSIFIED FUND,2022-05-27,300,19167,AOS
293,17120,ProFunds,2022-06-27,293,17120,AOS
288,16828,Columbia ETF Trust I,2022-06-27,288,16828,AOS
77017,24801785,VANGUARD WORLD FUND,2022-04-29,77017,24801785,MCO
75000,25305750,SCHWARTZ INVESTMENT TRUST,2022-05-24,75000,25305750,MCO
74847,24102979,YCG Funds,2022-04-22,74847,24102979,MCO
71614,22664399,Direxion Shares ETF Trust,2022-06-29,71614,22664399,MCO
71100,22501728,"AMERICAN CENTURY MUTUAL FUNDS, INC.",2022-06-24,71100,22501728,MCO
70232,22227023,FIDELITY SALEM STREET TRUST,2022-06-24,70232,22227023,MCO
65473,22091245,"BBR ALO Fund, LLC",2022-05-25,65473,22091245,MCO
65344,21042728,MFS SERIES TRUST I,2022-04-26,65344,21042728,MCO
64840,20520563,SCHWAB CAPITAL TRUST,2022-06-24,64840,20520563,MCO
64135,25049848,FIDELITY CONTRAFUND,2022-02-24,64135,25049848,MCO
62140,20966657,MAINSTAY VP FUNDS TRUST,2022-05-27,62140,20966657,MCO
61306,20685257,SPDR SERIES TRUST,2022-05-27,61306,20685257,MCO
61002,20582685,FORUM FUNDS,2022-04-28,61002,20582685,MCO
59988,14631073,AIM EQUITY FUNDS (INVESCO EQUITY FUNDS),2020-06-30,59988,14631073,MCO
59511,20079607,FIDELITY TREND FUND,2022-05-25,59511,20079607,MCO
58806,18610923,FIDELITY COVINGTON TRUST,2022-06-23,58806,18610923,MCO
58542,18527372,RUSSELL INVESTMENT CO,2022-06-29,58542,18527372,MCO
57508,18200132,iSHARES TRUST,2022-06-27,57508,18200132,MCO
56522,19071088,Mercer Funds,2022-05-24,56522,19071088,MCO
55939,17703575,FIDELITY CAPITAL TRUST,2022-06-24,55939,17703575,MCO
54880,17368422,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,54880,17368422,MCO
54677,18448567,Brighthouse Funds Trust II,2022-05-26,54677,18448567,MCO
53749,18135450,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,53749,18135450,MCO
53573,16954783,FIDELITY SALEM STREET TRUST,2022-06-24,53573,16954783,MCO
52773,16701599,Dimensional ETF Trust,2022-06-27,52773,16701599,MCO
52139,17592220,JNL SERIES TRUST,2022-05-25,52139,17592220,MCO
52002,16457593,SCHWAB INVESTMENTS,2022-06-24,52002,16457593,MCO
51193,17273030,NORTHERN FUNDS,2022-05-24,51193,17273030,MCO
51051,17225118,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,51051,17225118,MCO
50426,15958820,iSHARES TRUST,2022-06-27,50426,15958820,MCO
49356,15894113,Fidelity Rutland Square Trust II,2022-04-27,49356,15894113,MCO
49266,15591704,Advisors' Inner Circle Fund III,2022-06-28,49266,15591704,MCO
49038,15519546,DIMENSIONAL INVESTMENT GROUP INC,2022-06-28,49038,15519546,MCO
48871,16489564,CHESTNUT STREET EXCHANGE FUND,2022-05-31,48871,16489564,MCO
47735,15107173,FIDELITY CONCORD STREET TRUST,2022-06-24,47735,15107173,MCO
46929,15834314,USAA MUTUAL FUNDS TRUST,2022-05-25,46929,15834314,MCO
46525,15698000,AMERICAN FUNDS INSURANCE SERIES,2022-05-27,46525,15698000,MCO
45735,15431446,JNL SERIES TRUST,2022-05-25,45735,15431446,MCO
45400,15318414,NORTHWESTERN MUTUAL SERIES FUND INC,2022-05-24,45400,15318414,MCO
45242,15265103,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,2022-05-26,45242,15265103,MCO
44518,11904558,"PRUDENTIAL JENNISON MID-CAP GROWTH FUND, INC.",2020-07-28,44518,11904558,MCO
43853,14796441,MFS VARIABLE INSURANCE TRUST,2022-05-24,43853,14796441,MCO
43612,14715125,HARTFORD SERIES FUND INC,2022-05-25,43612,14715125,MCO
43198,12537788,ARTISAN PARTNERS FUNDS INC,2021-02-25,43198,12537788,MCO
42499,14339588,SPDR SERIES TRUST,2022-05-27,42499,14339588,MCO
41968,13514955,VANGUARD ADMIRAL FUNDS,2022-04-29,41968,13514955,MCO
41300,16130954,FIDELITY CONTRAFUND,2022-02-24,41300,16130954,MCO
40200,12004122,Natixis Funds Trust I,2021-05-28,40200,12004122,MCO
40194,12720597,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,40194,12720597,MCO
38887,13120863,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,38887,13120863,MCO
38600,12430358,"BNY Mellon Strategic Funds, Inc.",2022-04-28,38600,12430358,MCO
37700,12720357,Fidelity Central Investment Portfolios LLC,2022-05-25,37700,12720357,MCO
